uloha_1 a),uloha_1 b)_prior,skupina,uloha_1 b)_pozorování
,"2,2644253406",846,
,"3,9270603893",846,
,"3,6932396121",847,
,"4,3313573895",847,
,"2,5320451543",847,
,"4,3083217547",847,
,"2,6243066102",847,
,"3,957833715",847,
,"1,4995398765",847,
,"3,714595686",847,
,"3,5719074437",847,
,"2,1885999405",847,
,"3,2644621738",848,
,"3,7251107246",848,
,"3,2312318104",848,
,"3,1949205401",848,
,"3,2686353133",848,
,"2,2925801384",848,
,"2,4476765177",848,
,"3,5776269538",848,
,"3,3647061874",848,
,"3,8739083147",848,
,"5,6516488169",849,
,"5,0870184425",849,
,"2,3208227518",849,
,"3,3098422955",849,
,"4,4760873829",849,
,"5,9628272936",849,
,"3,4325073665",849,
,"2,8641000468",849,
,"3,1225218877",849,
,"3,802542836",849,
,"3,0084636474",850,
,"4,2348798253",850,
,"4,5426559996",850,
,"3,4574338461",850,
,"3,4361805872",850,
,"4,6738351828",850,
,"2,8832124484",850,
,"3,9730449543",850,
,"3,4528935669",850,
,"2,7338364993",850,
,"3,5199916778",851,
,"3,5063484328",851,
,"3,9097947079",851,
,"2,8384760505",851,
,"1,9853641121",851,
,"2,6660663881",851,
,"1,7494512303",851,
,"4,0296850966",851,
,"3,9451654819",851,
,"3,6635064682",851,
,"2,0962683307",852,
,"3,1089220495",852,
,"3,3587831206",852,
,"5,0039757442",852,
,"3,3817337219",852,
,"2,2701761517",852,
,"2,7336764379",852,
,"2,9781067448",852,
,"2,5757650248",852,
,"1,9045532307",852,
,"3,0364379358",853,
,"3,0548621306",853,
,"5,2558182062",853,
,"3,6933380275",853,
,"1,6438754662",853,
,"1,8770869734",853,
,"1,6371314509",853,
,"3,2941016077",853,
,"3,5676482771",853,
,"2,1791352115",853,
,"3,0850640098",854,
,"5,110049252",854,
,"1,7731470781",854,
,"5,2385128592",854,
,"1,4697529894",854,
,"4,4774672057",854,
,"3,5580298821",854,
,"2,7082753986",854,
,"2,7373071823",854,
,"4,9377509505",854,
,"3,7242676285",855,
,"3,8761246721",855,
,"4,4651822922",855,
,"3,0994771725",855,
,"3,0943353163",855,
,"2,3632412571",855,
,"4,4572251452",855,
,"2,8701707105",855,
,"3,1050961247",855,
,"3,2997761767",855,
,"4,9579162415",856,
,"3,2879716103",856,
,"5,0975435683",856,
,"2,5511432442",856,
,"4,3193593227",856,
,"5,2423972223",856,
,"3,8942604778",856,
,"3,560951365",856,
,"3,8788941414",856,
,"3,2979786534",856,
,"2,5143029953",857,
,"4,8807676434",857,
,"1,3554720451",857,
,"4,0826900971",857,
,"3,090713125",857,
,"3,6812878768",857,
,"2,4188946084",857,
,"4,2119852628",857,
,"2,954742346",857,
,"3,776251582",857,
,"4,6499603788",858,
,"2,6668456118",858,
,"3,3701155149",858,
,"3,3247366104",858,
,"3,4696594042",858,
,"2,950468866",858,
,"3,0805564997",858,
,"3,9583625969",858,
,"2,9921057541",858,
,"3,0269497045",858,
,"3,9168851291",859,
,"3,747693364",859,
,"4,8416859804",859,
,"3,1382778269",859,
,"3,5730011468",859,
,"3,0747743487",859,
,"4,1946259083",859,
,"3,2762600507",859,
,"2,2499921979",859,
,"3,8097777566",859,
,"1,9643036033",860,
,"3,4976290696",860,
,"1,8748398455",860,
,"3,4464894963",860,
,"3,2964687237",860,
,"2,343144296",860,
,"3,2699343995",860,
,"3,269124294",860,
,"3,1522440365",860,
,"1,8200760664",860,
,"4,1135410919",861,
,"2,9106393505",861,
,"2,7371197739",861,
,"3,4294985866",861,
,"2,0681826249",861,
,"2,2921880197",861,
,"3,6620092463",861,
,"3,6314078131",861,
,"2,7507295223",861,
,"4,8017393955",861,
,"3,6044647984",862,
,"3,4997751828",862,
,"3,2805083793",862,
,"3,2463031158",862,
,"3,2037787212",862,
,"5,0914967745",862,
,"2,9267484194",862,
,"3,352828793",862,
,"4,3260514157",862,
,"4,1390226185",862,
,"3,7725267118",863,
,"3,5750094495",863,
,"1,4355889472",863,
,"2,1508035931",863,
,"2,2116484041",863,
,"2,1302741125",863,
,"4,25090386",863,
,"3,8687843723",863,
,"4,8256780818",863,
,"3,7517532144",863,
,"3,1558349675",864,
,"3,5114199883",864,
,"2,3898657018",864,
,"2,7203828855",864,
,"1,5476361127",864,
,"4,3134864348",864,
,"2,7793405078",864,
,"4,5453849608",864,
,"4,1070598621",864,
,"3,8063505737",864,
,"5,7409898436",865,
,"4,6752681447",865,
,"4,2137757781",865,
,"2,9392438506",865,
,"4,0509693542",865,
,"3,6317537001",865,
,"2,0681041465",865,
,"4,6338257479",865,
,"2,6673496417",865,
,"4,0552982172",865,
,"2,5310565554",866,
,"4,0706163449",866,
,"2,277433014",866,
,"2,958316773",866,
,"4,096968513",866,
,"2,9690134048",866,
,"4,2063658396",866,
,"3,0008135743",866,
,"5,8184721523",866,
,"4,6643034318",866,
,"3,6103313456",867,
,"4,5818196307",867,
,"3,9275220654",867,
,"1,5829298434",867,
,"2,2792658954",867,
,"3,802053721",867,
,"4,3314211644",867,
,"3,4115571078",867,
,"1,65313342",867,
,"2,3646238539",867,
,"4,2346633859",868,
,"3,9212635495",868,
,"2,435028926",868,
,"1,6860355978",868,
,"4,0672385766",868,
,"4,2960012808",868,
,"5,3184310519",868,
,"3,4391802184",868,
,"2,4853448116",868,
,"3,3231503155",868,
,"1,9178727502",869,
,"3,1103314955",869,
,"3,0432706964",869,
,"4,6942709207",869,
,"4,0942488166",869,
,"2,1717250804",869,
,"3,4547432767",869,
,"3,9800696453",869,
,"2,6938137079",869,
,"1,6296601255",869,
,"5,3486237096",870,
,"4,3511729439",870,
,"2,8115879921",870,
,"3,7146047298",870,
,"3,1643817308",870,
,"6,1357571027",870,
,"4,2757249624",870,
,"2,5591508686",870,
,"5,5689731764",870,
,"3,0983187289",870,
,"2,5116727815",871,
,"3,0404505736",871,
,"3,5597968911",871,
,"4,0973084368",871,
,"3,791249548",871,
,"3,5224603493",871,
,"3,5888667273",871,
,"1,7952197578",871,
,"3,5241603037",871,
,"4,3726806722",871,
,"3,9785224241",872,
,"1,3456617044",872,
,"4,1579495414",872,
,"4,3829104031",872,
,"3,2750532295",872,
,"3,8180166656",872,
,"2,641858553",872,
,"2,286488686",872,
,"3,3668394955",872,
,"5,1193153246",872,
,"2,7699133179",873,
,"4,1893281898",873,
,"4,025026828",873,
,"2,4788264515",873,
,"3,4338542998",873,
,"3,5095953271",873,
,"3,9802101638",873,
,"4,0095497918",873,
,"3,6765623389",873,
,"4,3550661068",873,
,"4,6995659999",874,
,"4,1071998448",874,
,"5,1977318165",874,
,"3,6089952641",874,
,"3,3310459769",874,
,"2,3723307849",874,
,"2,8108399188",874,
,"2,4734764385",874,
,"2,5507238994",874,
,"3,2725043934",874,
,"3,2743036399",875,
,"3,4286502315",875,
,"2,8490922466",875,
,"4,3844213117",875,
,"3,0066645",875,
,"4,9262754204",875,
,"4,9024799333",875,
,"3,0253523681",875,
,"2,5747907301",875,
,"5,3415788667",875,
,"2,6860877091",876,
,"4,0541896192",876,
,"4,8213952922",876,
,"4,5210452905",876,
,"3,0255333958",876,
,"3,3209625944",876,
,"2,9478280196",876,
,"2,2088991131",876,
,"3,8639754782",876,
,"4,967820765",876,
,"2,4635871486",877,
,"4,6273808393",877,
,"2,1213378253",877,
,"4,1338292671",877,
,"4,6888461277",877,
,"3,6878627893",877,
,"5,1159907883",877,
,"3,7088178649",877,
,"1,7877137799",877,
,"4,5889997454",877,
,"3,3992919373",878,
,"5,2716922866",878,
,"3,211700704",878,
,"3,8600116051",878,
,"4,7469798491",878,
,"3,6836281218",878,
,"3,8334779554",878,
,"1,8808776843",878,
,"2,9752760546",878,
,"3,0555054047",878,
,"2,4383498313",879,
,"2,6425696751",879,
,"2,8670711106",879,
,"1,6899123065",879,
,"2,9606816641",879,
,"3,3319084",879,
,"2,2199543584",879,
,"3,7309288714",879,
,"2,339075413",879,
,"4,1707284926",879,
,"3,7760308505",880,
,"3,2466726303",880,
,"3,2654012649",880,
,"2,5472053915",880,
,"4,4991649298",880,
,"4,2308136395",880,
,"4,7297542998",880,
,"2,118469445",880,
,"2,0903372208",880,
,"5,042270444",880,
,"4,4649443272",881,
,"3,7124172346",881,
,"2,7830582105",881,
,"4,0785493038",881,
,"3,0579420595",881,
,"3,5929460797",881,
,"2,2244686312",881,
,"3,7868600119",881,
,"4,4118876214",881,
,"4,018864469",881,
,"3,289899282",882,
,"4,6945276625",882,
,"4,4570701395",882,
,"4,1029344842",882,
,"4,1222789222",882,
,"3,89563813",882,
,"3,2690422299",882,
,"2,2535252947",882,
,"5,4422979626",882,
,"1,6551664556",882,
,"3,2345998166",883,
,"3,8244990493",883,
,"4,595098444",883,
,"4,2975808246",883,
,"3,2599457492",883,
,"3,172238462",883,
,"2,8609367567",883,
,"3,05843956",883,
,"5,2262555589",883,
,"3,1822339465",883,
,"2,948033302",884,
,"4,9504265635",884,
,"2,3785910931",884,
,"2,2177331097",884,
,"1,8996545269",884,
,"4,4001350354",884,
,"1,3040892176",884,
,"2,3195879769",884,
,"4,1060970045",884,
,"4,3236311744",884,
,"2,2810428748",885,
,"3,5502329673",885,
,"5,1046427414",885,
,"2,8202157001",885,
,"3,8371867967",885,
,"5,8036307931",885,
,"2,0147827738",885,
,"2,1194970888",885,
,"3,4130385243",885,
,"1,8142524053",885,
,"3,4527251673",886,
,"2,8782820645",886,
,"3,0635905052",886,
,"2,282563574",886,
,"4,5963404325",886,
,"4,6120326404",886,
,"4,1694803694",886,
,"2,8420216716",886,
,"3,5596027701",886,
,"2,1359291343",886,
,"5,1316223262",887,
,"2,7931153066",887,
,"3,5322639864",887,
,"5,2441934963",887,
,"3,6809197399",887,
,"3,4184225222",887,
,"4,2688456289",887,
,"3,396831063",887,
,"2,6752304788",887,
,"1,3362275618",887,
,"1,6115387536",888,
,"2,501759767",888,
,"3,1298132044",888,
,"3,6663284308",888,
,"3,8124174099",888,
,"4,0237376588",888,
,"2,8339911265",888,
,"3,2916610277",888,
,"3,4202976816",888,
,"3,3639883688",888,
,"3,3962298987",889,
,"3,5756019317",889,
,"2,7208053787",889,
,"3,7129661829",889,
,"1,3743033376",889,
,"3,3294111663",889,
,"3,8246526926",889,
,"3,6828909367",889,
,"4,8643244319",889,
,"6,1060166571",889,
,"1,6667737016",890,
,"2,268784877",890,
,"3,5605709017",890,
,"3,7431887343",890,
,"5,4278821777",890,
,"2,6254663803",890,
,"4,4525766189",890,
,"3,0608410948",890,
,"4,7254668528",890,
,"2,8676013362",890,
,"1,698131719",891,
,"2,9833521877",891,
,"2,7356439462",891,
,"3,3337264543",891,
,"4,0736180982",891,
,"4,8629208937",891,
,"3,1194530613",891,
,"3,9534227001",891,
,"4,860603884",891,
,"4,7624751992",891,
,"3,950541848",892,
,"5,8913088781",892,
,"2,9815139485",892,
,"4,1484853485",892,
,"4,6370737123",892,
,"2,8148870217",892,
,"4,2364180205",892,
,"2,2773217381",892,
,"3,6840432139",892,
,"3,8159972409",892,
,"2,7556334952",893,
,"3,010660923",893,
,"3,1705201455",893,
,"3,1948346879",893,
,"3,0286227173",893,
,"2,8732507203",893,
,"2,6457514999",893,
,"2,8993538249",893,
,"3,1121244073",893,
,"2,8814029967",893,
,"2,9914197202",894,
,"4,0633386646",894,
,"1,5995602161",894,
,"2,5384813308",894,
,"4,4194806704",894,
,"3,6079403769",894,
,"2,8263392149",894,
,"3,6350739454",894,
,"1,770900382",894,
,"3,1017935392",894,
,"3,0234092372",895,
,"5,5292785903",895,
,"5,2116731514",895,
,"4,5859528695",895,
,"3,9441704033",895,
,"2,4750906525",895,
,"3,5385457449",895,
,"3,7297803472",895,
,"4,999655603",895,
,"4,4051436673",895,
,"2,6069845163",896,
,"3,1036586244",896,
,"2,7094169297",896,
,"3,1868574421",896,
,"3,3936061694",896,
,"4,8916517957",896,
,"2,3878058353",896,
,"2,8527603517",896,
,"3,4717500262",896,
,"3,2298455907",896,
,"2,0447334241",897,
,"4,8526662086",897,
,"4,4139373165",897,
,"2,9180847312",897,
,"4,8367993018",897,
,"1,9118441764",897,
,"3,6749956537",897,
,"3,0344884529",897,
,"5,5221434995",897,
,"3,8831480617",897,
,"3,5711934552",898,
,"3,2385524833",898,
,"2,9535660689",898,
,"2,7624346236",898,
,"3,0672750205",898,
,"3,5441283448",898,
,"3,4201521027",898,
,"4,8468840312",898,
,"3,7477119971",898,
,"2,2968918114",898,
,"2,6939713726",899,
,"3,2524044494",899,
,"3,3977000729",899,
,"3,8446158851",899,
,"1,6117574894",899,
,"3,1429904908",899,
,"3,8335401986",899,
,"6,0414474845",899,
,"3,8769353568",899,
,"3,1868125884",899,
,"2,5136810081",900,
,"5,4826066808",900,
,"1,6630651643",900,
,"4,7676322376",900,
,"1,5717901848",900,
,"5,3793281468",900,
,"3,2535665439",900,
,"4,272868776",900,
,"4,2856820893",900,
,"3,9004174958",900,
,"3,6091543758",901,
,"5,4651142572",901,
,"4,2254843137",901,
,"5,2170440876",901,
,"3,4048828035",901,
,"2,9506613537",901,
,"3,7540402875",901,
,"4,1639789752",901,
,"2,6370003007",901,
,"4,1430722048",901,
,"2,4642759991",902,
,"1,7998956243",902,
,"4,5690255673",902,
,"4,9428677541",902,
,"3,0769375694",902,
,"3,9755403555",902,
,"3,7897145306",902,
,"3,0885549049",902,
,"3,4934055496",902,
,"5,2879850644",902,
,"3,6501950928",903,
,"1,5757147451",903,
,"2,898593066",903,
,"3,6724783916",903,
,"2,4131550334",903,
,"1,3203136881",903,
,"1,9312495267",903,
,"1,9348674943",903,
,"3,5047031175",903,
,"6,1745870549",903,
,"6,726515692",904,
,"2,1101571557",904,
,"4,38601977",904,
,"3,3876709274",904,
,"6,0731323252",904,
,"1,9058415712",904,
,"4,3981820998",904,
,"2,7453776765",904,
,"3,9881900106",904,
,"4,1096503629",904,
,"1,7439301695",905,
,"3,1551127774",905,
,"3,0546552666",905,
,"4,0948101274",905,
,"3,0978325309",905,
,"1,9925334206",905,
,"2,2506667513",905,
,"5,7063576009",905,
,"2,5838173604",905,
,"2,910113826",905,
,"3,8745344877",906,
,"1,4375645629",906,
,"3,7392133752",906,
,"2,0215478882",906,
,"3,0727078498",906,
,"5,9328713498",906,
,"3,5310884929",906,
,"4,0198930953",906,
,"3,3201178612",906,
,"3,9371071969",906,
,"2,5503724748",907,
,"4,3869890603",907,
,"2,3996617253",907,
,"4,0240525156",907,
,"2,5204795486",907,
,"4,8184131134",907,
,"2,8977767377",907,
,"2,758146465",907,
,"4,893429954",907,
,"4,4155901489",907,
,"3,1527494699",908,
,"2,106384952",908,
,"5,3308732125",908,
,"3,3881619808",908,
,"3,3257246592",908,
,"3,0830994302",908,
,"2,8549485091",908,
,"1,8516844413",908,
,"2,0719379405",908,
,"3,7510142485",908,
,"3,9779049539",909,
,"2,6519279361",909,
,"2,9886437571",909,
,"5,4337978327",909,
,"4,7964412307",909,
,"6,2103333124",909,
,"5,1903720285",909,
,"3,110490301",909,
,"4,4084585383",909,
,"2,0192779425",909,
,"4,812801508",910,
,"4,9191929362",910,
,"2,8695472834",910,
,"2,9976119562",910,
,"3,0320615319",910,
,"3,945373958",910,
,"3,5527655427",910,
,"2,437770219",910,
,"3,6444982479",910,
,"3,929414862",910,
,"3,6720303539",911,
,"2,4299600169",911,
,"4,6899822322",911,
,"4,3573989737",911,
,"2,6359543321",911,
,"4,379726692",911,
,"3,577364019",911,
,"2,4297341832",911,
,"3,2733772302",911,
,"3,3550509507",911,
,"2,7182916142",912,
,"3,9113304506",912,
,"4,1200686639",912,
,"5,3838238948",912,
,"3,5995467464",912,
,"3,9527171367",912,
,"4,1787170551",912,
,"6,1665385243",912,
,"3,0561598387",912,
,"4,3912600844",912,
,"6,0511803789",913,
,"3,5904246414",913,
,"3,53248812",913,
,"2,2615248149",913,
,"3,2455952619",913,
,"2,6207224237",913,
,"2,3371790647",913,
,"5,4381667476",913,
,"3,480290005",913,
,"3,0124617882",913,
,"2,3638603842",914,
,"2,7103347153",914,
,"4,0601094145",914,
,"2,1302712506",914,
,"4,6162817589",914,
,"2,097677802",914,
,"3,8313925613",914,
,"2,9912404107",914,
,"4,4565217926",914,
,"2,6496036199",914,
,"4,3319163057",915,
,"3,1376733905",915,
,"2,7500990059",915,
,"5,1489178127",915,
,"5,2049952532",915,
,"3,7924160268",915,
,"4,1820148616",915,
,"3,6455547766",915,
,"4,0462766248",915,
,"1,8361611018",915,
,"4,4115180148",916,
,"2,38610279",916,
,"2,8083400278",916,
,"3,2023680853",916,
,"1,9907733283",916,
,"2,3407294947",916,
,"1,3970146469",916,
,"2,7023913909",916,
,"1,2165676895",916,
,"4,1420206369",916,
,"1,7547481701",917,
,"2,1102521178",917,
,"1,4341084628",917,
,"3,5213629744",917,
,"3,6196790738",917,
,"2,367814887",917,
,"2,1839043815",917,
,"2,8439116409",917,
,"5,0558654323",917,
,"3,2245905696",917,
,"3,5989315615",918,
,"2,7051940625",918,
,"4,4806366892",918,
,"3,7388965603",918,
,"4,5038283694",918,
,"3,6794939495",918,
,"2,3575549032",918,
,"2,464040026",918,
,"3,1489235836",918,
,"2,9635585704",918,
,"2,9957622135",919,
,"2,1254821509",919,
,"2,9605232544",919,
,"3,1578023121",919,
,"2,5586562221",919,
,"2,3945926857",919,
,"1,6659444642",919,
,"1,9707709839",919,
,"4,4550443293",919,
,"5,964670621",919,
,"3,6360642311",920,
,"1,4743139479",920,
,"2,4253343125",920,
,"2,0025571407",920,
,"2,5500564195",920,
,"2,2339734088",920,
,"5,3470511149",920,
,"2,1560192936",920,
,"3,1305988639",920,
,"2,4494393152",920,
,"3,4507872101",921,
,"2,348556086",921,
,"1,4715821291",921,
,"4,1471356618",921,
,"3,1788587094",921,
,"3,938555034",921,
,"3,9895658424",921,
,"5,0582522138",921,
,"4,5204751578",921,
,"3,5111473887",921,
,"3,6018314306",922,
,"3,7660185486",922,
,"3,6185095158",922,
,"5,4455755715",922,
,"4,7044910595",922,
,"1,3304017418",922,
,"4,5708570402",922,
,"2,6706585412",922,
,"2,9703786162",922,
,"1,9701250849",922,
,"4,8311605078",923,
,"4,552467664",923,
,"2,1324451875",923,
,"4,1020442524",923,
,"1,7495359811",923,
,"4,7609948146",923,
,"4,3950918974",923,
,"2,303494258",923,
,"4,7137645479",923,
,"2,3227814389",923,
,"2,0932156573",924,
,"3,8754633013",924,
,"2,670363468",924,
,"2,8674672302",924,
,"2,8523338178",924,
,"3,0897685976",924,
,"3,2231458644",924,
,"2,5291061115",924,
,"3,0360353627",924,
,"3,3321247606",924,
,"3,1514882906",925,
,"3,2994979685",925,
,"3,4183076736",925,
,"2,9767087697",925,
,"1,8250726369",925,
,"3,7101675005",925,
,"3,1660955336",925,
,"5,3002685739",925,
,"1,2819850643",925,
,"1,8572619982",925,
,"5,4292222889",926,
,"4,0431589365",926,
,"3,6786647566",926,
,"2,7914813055",926,
,"1,9586392752",926,
,"1,7105686203",926,
,"3,542064601",926,
,"1,7781267011",926,
,"5,3092782929",926,
,"3,383000856",926,
,"4,441848823",927,
,"4,0516764432",927,
,"2,8695972437",927,
,"2,6033418854",927,
,"3,0144639288",927,
,"4,2210155255",927,
,"5,0722862578",927,
,"2,2272142347",927,
,"3,7658219421",927,
,"2,1278211068",927,
,"4,8435938874",928,
,"2,6050848676",928,
,"3,7140689766",928,
,"1,4376963022",928,
,"4,6223951015",928,
,"4,3264637092",928,
,"1,5284513718",928,
,"4,5181113234",928,
,"2,66861089",928,
,"1,969843639",928,
,"3,8749994441",929,
,"3,9582855455",929,
,"2,6576003483",929,
,"3,6644355132",929,
,"3,7506402545",929,
,"1,2396705284",929,
,"1,8527970512",929,
,"3,1690178336",929,
,"4,2333109267",929,
,"4,1426122889",929,
,"5,0433307029",930,
,"3,4000151712",930,
,"3,1976696149",930,
,"2,3322425557",930,
,"3,864634127",930,
,"3,484234921",930,
,"3,8579876543",930,
,"3,5869449138",930,
,"4,0850738319",930,
,"3,8270064269",930,
,"3,0396917977",931,
,"2,915057999",931,
,"4,2415715022",931,
,"2,9648087876",931,
,"2,68634306",931,
,"5,6795977061",931,
,"3,1908011242",931,
,"5,1263164972",931,
,"2,5328964326",931,
,"5,3170208708",931,
,"2,6291431368",932,
,"4,6357506893",932,
,"3,8193626018",932,
,"4,0628796329",932,
,"3,1950809175",932,
,"2,1620497118",932,
,"1,6864245775",932,
,"1,8349495633",932,
,"3,4941187727",932,
,"2,2052250224",932,
,"2,6748490177",933,
,"4,3224574191",933,
,"4,8765581276",933,
,"3,3466461159",933,
,"2,509647382",933,
,"4,1373649307",933,
,"3,7717633013",933,
,"3,0872406664",933,
,"6,0473000427",933,
,"2,3217287607",933,
,"4,2675168768",934,
,"2,9711628255",934,
,"4,5692012262",934,
,"3,4342675379",934,
,"3,9680931456",934,
,"4,1474612709",934,
,"1,8521823474",934,
,"5,1928286445",934,
,"3,9505527619",934,
,"1,7730333808",934,
,"1,8117304183",935,
,"4,0253487057",935,
,"3,3406614094",935,
,"2,4535729001",935,
,"3,5847295504",935,
,"3,591323335",935,
,"2,5493137951",935,
,"1,4532366691",935,
,"2,8046218072",935,
,"4,4354584408",935,
,"4,4269216305",936,
,"3,0299422474",936,
,"2,0997045284",936,
,"3,4702000705",936,
,"2,8232926198",936,
,"4,5642386022",936,
,"3,793736784",936,
,"1,7503885809",936,
,"3,0890313409",936,
,"3,4563294494",936,
,"1,9692753258",937,
,"2,6624358267",937,
,"3,0446865612",937,
,"4,7205784175",937,
,"2,0440233696",937,
,"3,3421214741",937,
,"2,4296955594",937,
,"5,6280290139",937,
,"3,6425588437",937,
,"3,8507686903",937,
,"2,3864003519",938,
,"2,5529667022",938,
,"2,9703130076",938,
,"4,2807085154",938,
,"4,0231932403",938,
,"2,8467767861",938,
,"2,9340833009",938,
,"4,4737232369",938,
,"5,439112685",938,
,"1,6969525217",938,
,"3,7746449961",939,
,"2,4238187642",939,
,"3,63335025",939,
,"3,6315296602",939,
,"4,4166496028",939,
,"4,1850668565",939,
,"3,9634264636",939,
,"4,3702435522",939,
,"3,3383536596",939,
,"3,3557567742",939,
,"2,1891707674",940,
,"1,9224262425",940,
,"4,1002114738",940,
,"5,7889199777",940,
,"2,1865912284",940,
,"3,2345104579",940,
,"2,1157313635",940,
,"4,65055401",940,
,"5,0719559376",940,
,"1,7431350857",940,
,"3,3874843738",941,
,"4,1752178588",941,
,"2,842593781",941,
,"5,2767068201",941,
,"3,5312558",941,
,"1,7877176511",941,
,"2,9130722521",941,
,"3,1418925624",941,
,"4,1862467659",941,
,"2,9761326736",941,
,"4,6605468583",942,
,"2,2074945348",942,
,"3,3243865389",942,
,"4,0015122132",942,
,"4,7645357106",942,
,"4,5549303243",942,
,"3,6155896101",942,
,"4,297961073",942,
,"2,7465427896",942,
,"3,4992380654",942,
,"4,1564037038",943,
,"2,7851305772",943,
,"3,0295168959",943,
,"3,1978431306",943,
,"4,0778850095",943,
,"3,7553311796",943,
,"4,9837219417",943,
,"3,0634201069",943,
,"2,90802613",943,
,"4,2019971186",943,
,"4,5149003417",944,
,"4,5645689557",944,
,"3,6943712133",944,
,"4,3017757737",944,
,"3,4487596738",944,
,"4,1255751999",944,
,"3,653364762",944,
,"3,4883262484",944,
,"2,7155214847",944,
,"5,6964877927",944,
,"2,384595791",945,
,"2,1909197834",945,
,"2,7714308097",945,
,"3,0448660384",945,
,"3,4050749898",945,
,"2,8715550141",945,
,"3,4033257443",945,
,"4,3652077735",945,
,"2,6153327725",945,
,"2,4832841401",945,
,"3,9353372905",946,
,"3,3316401554",946,
,"3,6710487224",946,
,"4,9772386708",946,
,"4,1159776518",946,
,"3,2695901836",946,
,"3,9719080968",946,
,"2,3654402691",946,
,"2,5036116051",946,
,"3,9132407218",946,
,"2,5721767269",947,
,"4,0882775072",947,
,"3,0562756371",947,
,"2,0682778798",947,
,"2,1478539909",947,
,"3,267764573",947,
,"2,1967567916",947,
,"3,5351924972",947,
,"5,4534176482",947,
,"3,7739242776",947,
,"3,7263827276",948,
,"3,79577719",948,
,"2,2021302461",948,
,"3,5769392177",948,
,"2,6279717436",948,
,"3,8491392444",948,
,"3,2871989035",948,
,"4,920585491",948,
,"5,6603991699",948,
,"2,4106166792",948,
,"2,0888708482",949,
,"2,6101345458",949,
,"4,0491481878",949,
,"4,8403206523",949,
,"2,8088702962",949,
,"3,7598648646",949,
,"4,0923222923",949,
,"2,2064583038",949,
,"1,879382439",949,
,"4,2732262591",949,
,"3,1409893349",950,
,"3,925505648",950,
,"3,4455704755",950,
,"3,2058147597",950,
,"3,6130401799",950,
,"4,1197571113",950,
,"3,207575959",950,
,"2,8570252139",950,
,"4,2014482449",950,
,"2,7963959946",950,
,"2,0583721164",951,
,"4,8934189892",951,
,"3,7733957485",951,
,"4,3991495925",951,
,"3,5878198237",951,
,"3,0053733649",951,
,"1,5498424702",951,
,"2,6209838363",951,
,"4,026729663",951,
,"3,654556111",951,
,"4,7686217118",952,
,"4,9161186041",952,
,"3,1818414576",952,
,"4,0255345243",952,
,"4,434241449",952,
,"3,4346336978",952,
,"3,0909621804",952,
,"2,4227631649",952,
,"2,4597560161",952,
,"4,8743995333",952,
,"4,9477757825",953,
,"4,755306199",953,
,"3,8507471915",953,
,"6,4772188524",953,
,"3,5937094365",953,
,"3,2797660663",953,
,"3,8858599677",953,
,"1,9024959884",953,
,"3,1418202192",953,
,"1,6022375576",953,
,"2,0038056248",954,
,"3,6971876676",954,
,"4,2538260248",954,
,"3,6484965577",954,
,"3,3408452724",954,
,"2,6057706518",954,
,"3,6778983412",954,
,"4,830298903",954,
,"2,4029076641",954,
,"3,6011408166",954,
,"3,2020602859",955,
,"2,5668316546",955,
,"4,0360638708",955,
,"4,3704775063",955,
,"4,8332112358",955,
,"3,0766345617",955,
,"2,2454402886",955,
,"2,3301320976",955,
,"4,5851312035",955,
,"3,1226697593",955,
,"3,6219239458",956,
,"5,2630605001",956,
,"3,7219053073",956,
,"3,6939953041",956,
,"3,1143994697",956,
,"2,759915068",956,
,"4,5907725672",956,
,"4,5588271403",956,
,"2,2942429915",956,
,"4,4745809773",956,
,"3,1665193666",957,
,"2,4794327689",957,
,"3,9779313519",957,
,"2,6626093169",957,
,"1,4868954167",957,
,"1,4771745268",957,
,"4,1827829585",957,
,"4,1674401186",957,
,"3,2000360131",957,
,"2,7343253569",957,
,"2,6721473248",958,
,"3,3070377317",958,
,"3,0109807904",958,
,"2,876481363",958,
,"3,008713745",958,
,"5,736261798",958,
,"3,4445638768",958,
,"1,5436233135",958,
,"2,864229078",958,
,"3,3174520335",958,
,"3,9095454384",959,
,"4,8466428501",959,
,"2,9455599587",959,
,"3,1016081709",959,
,"1,499794121",959,
,"3,6344761277",959,
,"3,9571531716",959,
,"3,4581749195",959,
,"4,0038946945",959,
,"2,7607477336",959,
,"2,673540873",960,
,"3,3687687379",960,
,"2,6532821878",960,
,"2,3018746213",960,
,"3,6345190723",960,
,"3,940239482",960,
,"3,0545353603",960,
,"4,1646496256",960,
,"4,8229012642",960,
,"4,558374492",960,
,"4,826647687",961,
,"4,903795948",961,
,"3,9454139289",961,
,"2,4144272447",961,
,"3,3162087485",961,
,"3,8215068096",961,
,"3,1132339203",961,
,"2,6133880571",961,
,"5,3820543204",961,
,"4,655434215",961,
,"3,9575722798",962,
,"3,7345957465",962,
,"2,5909372738",962,
,"3,1649941176",962,
,"2,8618743218",962,
,"2,7508652824",962,
,"4,6018029546",962,
,"2,6762388018",962,
,"3,237385517",962,
,"2,5419106727",962,
,"3,106993168",963,
,"2,8444548225",963,
,"2,945998193",963,
,"2,2614575036",963,
,"1,4253605088",963,
,"4,4534374504",963,
,"3,7522804717",963,
,"2,4457938146",963,
,"2,675699763",963,
,"2,7261871628",963,
,"3,907051607",964,
